Unnamed: 0,Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact_Self Enquiry,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,Gender_Female,Gender_Male,ProductPitched_Deluxe,ProductPitched_King,ProductPitched_Standard,ProductPitched_Super Deluxe,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP,ProdTaken
3978,37.0,1,15.0,3,4.0,3.0,3.0,0,4,1,1.0,28774.0,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,0
4594,37.0,1,14.0,4,4.0,3.0,4.0,0,3,1,3.0,23356.0,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,0
625,45.0,3,15.0,3,3.0,5.0,5.0,1,2,1,0.0,25761.0,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,0
2772,34.0,3,17.0,3,5.0,3.0,5.0,0,3,1,2.0,23360.0,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,0
2656,28.0,3,27.0,3,4.0,3.0,3.0,0,2,1,2.0,28659.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0
839,42.0,3,10.0,2,3.0,5.0,1.0,0,5,1,1.0,20155.0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,0
813,39.0,1,8.0,2,3.0,3.0,1.0,0,3,1,0.0,27169.0,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,1
1933,26.0,1,30.0,3,5.0,3.0,2.0,1,3,0,1.0,17340.0,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,1
1346,45.0,1,31.0,3,4.0,3.0,1.0,0,4,0,0.0,20906.0,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,0
3344,37.0,1,10.0,3,4.0,4.0,3.0,0,3,1,2.0,22370.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0
3879,45.0,1,7.0,3,4.0,3.0,8.0,1,4,0,2.0,21114.0,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,0
2056,24.0,1,15.0,2,4.0,4.0,2.0,0,5,0,1.0,17694.0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
2654,33.0,3,11.0,3,6.0,3.0,3.0,0,2,1,2.0,29078.0,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,1
1339,22.0,1,13.0,3,3.0,4.0,2.0,1,3,1,0.0,17472.0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,1
3572,37.0,1,13.0,4,2.0,5.0,5.0,1,4,1,2.0,24240.0,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,0
2102,42.0,1,8.0,2,3.0,3.0,6.0,1,1,1,1.0,17515.0,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,0
4618,36.0,3,10.0,4,4.0,3.0,8.0,0,5,0,3.0,26501.0,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0
2973,39.0,1,7.0,3,3.0,3.0,2.0,0,2,1,2.0,26303.0,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,0
2968,35.0,1,16.0,3,5.0,4.0,3.0,0,2,1,2.0,27299.0,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,0
3911,28.0,1,11.0,3,2.0,4.0,3.0,1,4,1,1.0,24820.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,0
1954,31.0,3,12.0,3,1.0,3.0,5.0,0,5,1,1.0,20460.0,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,0
1419,42.0,1,24.0,2,3.0,5.0,7.0,1,1,0,0.0,20410.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,0
3571,24.0,1,17.0,3,2.0,3.0,4.0,0,1,1,1.0,20751.0,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
2208,39.0,1,6.0,3,4.0,3.0,2.0,0,3,1,0.0,27742.0,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,0
211,30.0,1,6.0,2,4.0,3.0,2.0,0,5,1,1.0,23474.0,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,0
4050,52.0,1,15.0,3,6.0,3.0,4.0,0,1,1,1.0,29328.0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,1
551,39.0,2,9.0,2,2.0,4.0,1.0,0,2,1,0.0,21389.0,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0
985,31.0,1,28.0,3,3.0,3.0,2.0,1,5,1,0.0,21179.0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,1
4198,27.0,1,18.0,3,4.0,5.0,3.0,1,3,1,1.0,23419.0,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,0
3865,48.0,1,7.0,4,4.0,4.0,2.0,0,5,0,1.0,30635.0,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,0
3710,42.0,1,16.0,4,4.0,5.0,3.0,0,5,1,2.0,20967.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
3545,33.0,1,12.0,4,5.0,4.0,5.0,0,3,1,1.0,24556.0,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,0
3306,45.0,1,24.0,4,6.0,3.0,4.0,0,4,1,1.0,20968.0,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,0
1627,58.0,1,15.0,3,4.0,4.0,5.0,1,1,1,1.0,18346.0,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,0
289,28.0,1,14.0,3,3.0,3.0,2.0,0,4,0,1.0,18310.0,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,0
177,19.0,1,8.0,2,4.0,3.0,2.0,0,5,0,0.0,16102.0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,1
2993,35.0,1,15.0,4,4.0,3.0,5.0,0,4,1,2.0,24820.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,0
2872,48.0,1,9.0,4,4.0,3.0,7.0,0,2,0,2.0,23748.0,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,0
4570,33.0,1,32.0,3,4.0,3.0,3.0,1,5,0,1.0,21473.0,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,1
2274,48.0,1,6.0,2,1.0,3.0,3.0,0,1,0,0.0,31885.0,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,0
368,40.0,3,28.0,3,4.0,3.0,3.0,1,3,1,1.0,21380.0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,1
3999,57.0,1,14.0,3,6.0,3.0,6.0,0,1,0,1.0,25938.0,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,0
3235,36.0,3,11.0,3,4.0,5.0,2.0,1,4,1,2.0,28260.0,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,1
318,27.0,1,11.0,2,3.0,4.0,2.0,1,3,0,1.0,17478.0,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,0
1720,37.0,1,16.0,3,3.0,3.0,7.0,0,3,0,2.0,25048.0,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,1
1898,47.0,1,8.0,3,3.0,3.0,6.0,0,1,0,0.0,20070.0,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,0
632,42.0,1,8.0,2,3.0,3.0,6.0,1,2,0,1.0,17515.0,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,0
2568,32.0,3,13.0,4,6.0,3.0,6.0,1,3,1,2.0,24850.0,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,1
2731,39.0,1,30.0,3,4.0,3.0,2.0,0,3,0,1.0,24423.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,0
1019,36.0,3,22.0,3,4.0,5.0,5.0,0,5,1,0.0,20647.0,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,0
1597,19.0,3,28.0,2,3.0,3.0,2.0,1,1,1,0.0,16675.0,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,1
4704,34.0,1,12.0,3,5.0,3.0,6.0,0,3,1,2.0,25797.0,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0
1037,45.0,1,35.0,2,3.0,3.0,5.0,1,5,1,0.0,24380.0,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0
621,36.0,3,6.0,2,3.0,3.0,2.0,1,3,1,1.0,21201.0,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,0
4716,34.0,3,14.0,2,4.0,4.0,2.0,0,4,0,1.0,22980.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,0
3766,47.0,1,9.0,3,4.0,3.0,5.0,0,1,1,2.0,27256.0,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0
4487,27.0,3,15.0,3,5.0,5.0,8.0,0,3,0,1.0,24004.0,True,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,1
156,51.0,1,13.0,2,4.0,3.0,3.0,0,3,1,1.0,21132.0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,0
3082,26.0,3,11.0,3,5.0,5.0,3.0,0,3,1,2.0,22934.0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,0
2571,20.0,3,29.0,3,4.0,3.0,3.0,1,2,0,2.0,20353.0,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,1
1560,40.0,1,6.0,3,4.0,4.0,2.0,0,1,1,1.0,28503.0,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,0
2652,41.0,1,16.0,4,5.0,3.0,2.0,0,5,1,1.0,23554.0,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,0
563,25.0,3,32.0,2,3.0,3.0,2.0,0,4,0,0.0,21180.0,True,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,0
3436,40.0,1,32.0,4,4.0,3.0,5.0,0,1,0,1.0,29598.0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0
4883,49.0,3,9.0,3,5.0,4.0,2.0,1,1,1,1.0,26576.0,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,1
794,34.0,1,9.0,2,3.0,3.0,1.0,0,2,1,0.0,22756.0,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,0
2640,36.0,1,9.0,3,4.0,4.0,7.0,0,2,1,1.0,23103.0,False,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,0
3170,32.0,1,7.0,4,4.0,5.0,3.0,0,5,1,3.0,22826.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0
1731,38.0,3,8.0,2,4.0,3.0,4.0,0,5,1,1.0,20249.0,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,0
1308,38.0,3,8.0,3,5.0,3.0,3.0,1,3,0,0.0,20405.0,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,0
3533,38.0,1,20.0,3,4.0,3.0,3.0,0,1,0,1.0,22963.0,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,0
3631,39.0,1,7.0,3,4.0,3.0,2.0,0,5,1,1.0,23413.0,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,0
4134,37.0,1,12.0,4,4.0,4.0,2.0,0,1,1,2.0,24592.0,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,0
4603,21.0,1,11.0,3,4.0,5.0,3.0,0,3,1,1.0,21651.0,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,1
1652,41.0,3,26.0,3,3.0,4.0,2.0,1,4,0,1.0,18140.0,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,1
2199,35.0,1,31.0,2,3.0,3.0,2.0,1,3,0,1.0,25388.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,0
1517,37.0,1,25.0,3,3.0,4.0,5.0,0,4,0,1.0,18022.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
316,49.0,1,6.0,2,4.0,3.0,1.0,1,3,1,0.0,28964.0,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,0
2582,26.0,3,35.0,3,5.0,3.0,4.0,0,4,0,1.0,27317.0,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,0
3921,31.0,1,31.0,4,4.0,3.0,3.0,0,3,1,3.0,21371.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
390,43.0,1,18.0,2,4.0,4.0,2.0,0,3,0,1.0,29336.0,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,0
3066,33.0,3,20.0,4,4.0,3.0,4.0,0,2,0,1.0,23081.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,0
231,42.0,1,10.0,2,3.0,3.0,2.0,0,2,0,1.0,34232.0,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,0
86,23.0,3,8.0,3,3.0,5.0,4.0,0,3,1,1.0,17322.0,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
4227,34.0,1,12.0,4,4.0,4.0,8.0,0,3,1,2.0,30556.0,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,0
288,26.0,1,22.0,2,3.0,4.0,3.0,1,2,1,1.0,17373.0,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,1
2369,49.0,1,10.0,2,4.0,3.0,3.0,0,3,0,1.0,33711.0,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,0
4599,27.0,3,7.0,3,5.0,5.0,3.0,0,3,0,1.0,22972.0,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,0
4153,33.0,1,7.0,4,5.0,3.0,2.0,1,5,0,3.0,22408.0,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,1
3083,50.0,1,7.0,3,4.0,5.0,4.0,0,4,1,1.0,22258.0,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0
4773,30.0,1,22.0,4,6.0,3.0,2.0,1,5,1,2.0,20846.0,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0
3697,34.0,3,9.0,4,4.0,4.0,2.0,0,1,0,1.0,23825.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,0
453,26.0,2,23.0,2,3.0,3.0,1.0,1,5,0,1.0,17741.0,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,1
325,31.0,1,13.0,2,4.0,3.0,2.0,0,2,1,1.0,23943.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0
4710,26.0,1,11.0,3,4.0,3.0,3.0,1,3,1,2.0,22369.0,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,1
2420,31.0,2,28.0,2,5.0,3.0,2.0,0,1,0,1.0,24852.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,1
3064,36.0,1,34.0,3,5.0,5.0,3.0,0,4,1,2.0,21237.0,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,0
1323,28.0,2,6.0,2,3.0,3.0,2.0,0,4,0,1.0,17706.0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
270,55.0,1,6.0,2,3.0,5.0,1.0,1,2,1,0.0,34045.0,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,0
3954,36.0,1,11.0,4,4.0,3.0,3.0,0,4,1,2.0,20629.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
4235,32.0,3,14.0,4,4.0,3.0,6.0,0,1,0,1.0,26225.0,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,0
1730,32.0,1,13.0,3,1.0,4.0,2.0,0,1,0,1.0,17794.0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
688,19.0,3,27.0,2,4.0,4.0,2.0,1,2,0,1.0,17121.0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,1
4316,31.0,3,19.0,3,4.0,3.0,2.0,0,1,1,2.0,25255.0,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,0
106,50.0,1,6.0,3,3.0,4.0,4.0,1,2,0,2.0,33172.0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,0
1357,42.0,1,12.0,2,3.0,5.0,1.0,0,3,1,0.0,28348.0,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,0
4075,28.0,1,16.0,3,4.0,4.0,8.0,0,3,1,2.0,20702.0,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,0
1337,28.0,3,9.0,3,3.0,4.0,2.0,0,1,1,0.0,17856.0,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,0
3222,47.0,1,15.0,4,5.0,5.0,2.0,1,2,1,3.0,23293.0,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,0
4777,34.0,2,9.0,4,4.0,3.0,3.0,0,1,1,3.0,22278.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
3916,38.0,1,9.0,4,5.0,3.0,8.0,1,3,0,3.0,20768.0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,1
2794,43.0,2,9.0,3,4.0,3.0,2.0,1,4,1,1.0,21374.0,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
4326,47.0,1,25.0,3,4.0,3.0,4.0,0,5,1,2.0,23488.0,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,0
215,41.0,3,12.0,3,3.0,3.0,4.0,1,2,0,1.0,28591.0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,0
2323,19.0,1,15.0,2,3.0,5.0,2.0,0,3,0,1.0,17552.0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,0
3479,32.0,2,15.0,4,2.0,4.0,2.0,0,1,0,3.0,20787.0,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,0
4569,34.0,2,10.0,3,4.0,4.0,5.0,1,5,0,2.0,20955.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
1378,42.0,3,18.0,3,3.0,3.0,4.0,1,1,0,0.0,20087.0,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,0
2902,41.0,3,35.0,3,6.0,5.0,5.0,0,5,1,1.0,29610.0,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0
4064,41.0,1,33.0,3,4.0,4.0,3.0,0,1,0,2.0,24283.0,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,0
2142,42.0,3,20.0,3,4.0,3.0,1.0,0,3,1,0.0,21244.0,True,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,0
2765,32.0,3,14.0,4,4.0,3.0,6.0,0,2,0,1.0,26225.0,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,0
1076,54.0,1,17.0,2,3.0,3.0,4.0,0,3,1,0.0,31032.0,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,0
2175,39.0,3,8.0,2,1.0,3.0,1.0,0,1,0,0.0,22880.0,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,0
3486,45.0,1,12.0,3,5.0,3.0,5.0,0,1,0,2.0,21840.0,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,0
1689,54.0,3,9.0,2,3.0,5.0,3.0,0,4,1,0.0,20940.0,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,0
3278,35.0,3,16.0,4,4.0,3.0,3.0,0,2,1,3.0,24392.0,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0
3948,25.0,1,7.0,4,4.0,3.0,4.0,1,3,0,3.0,20971.0,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,1
753,39.0,1,28.0,2,3.0,5.0,2.0,1,5,1,0.0,25880.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,0
3072,38.0,3,23.0,4,5.0,3.0,6.0,0,5,1,3.0,25012.0,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,0
3375,31.0,1,16.0,4,4.0,3.0,2.0,1,3,1,3.0,23373.0,False,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,0
4650,49.0,1,11.0,4,5.0,3.0,2.0,0,5,1,1.0,29677.0,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,0
120,30.0,1,29.0,3,5.0,3.0,2.0,0,3,1,2.0,17613.0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
4396,32.0,3,20.0,3,4.0,5.0,4.0,0,1,0,2.0,22911.0,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,1
2263,28.0,1,21.0,2,3.0,3.0,2.0,0,4,0,0.0,17207.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
1837,50.0,1,16.0,3,4.0,3.0,7.0,0,5,1,1.0,25496.0,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,0
2687,41.0,1,31.0,4,4.0,3.0,3.0,0,3,1,2.0,21997.0,True,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,0
1582,54.0,2,32.0,1,1.0,3.0,3.0,1,3,1,0.0,32328.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,0
4022,26.0,1,14.0,4,5.0,3.0,3.0,0,1,0,3.0,21567.0,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,0
3962,47.0,3,12.0,4,4.0,3.0,6.0,1,5,1,2.0,24450.0,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,0
4472,33.0,1,31.0,4,4.0,3.0,3.0,0,4,1,3.0,23987.0,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,0
833,27.0,1,12.0,2,4.0,3.0,2.0,0,2,1,1.0,17539.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0
2786,32.0,1,14.0,3,4.0,3.0,3.0,1,4,1,2.0,25821.0,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,0
1631,27.0,1,15.0,2,3.0,4.0,7.0,0,3,1,1.0,17024.0,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,0
138,25.0,3,34.0,2,4.0,3.0,3.0,0,4,0,0.0,23639.0,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,0
2185,33.0,1,6.0,2,1.0,4.0,2.0,1,3,1,0.0,20488.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,0
4247,44.0,1,14.0,3,4.0,5.0,2.0,0,5,1,1.0,28663.0,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,0
4673,46.0,2,31.0,3,4.0,4.0,3.0,0,4,0,2.0,20855.0,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,0
4178,29.0,1,9.0,4,4.0,3.0,4.0,0,4,0,2.0,22163.0,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,1
4097,51.0,1,7.0,3,5.0,3.0,4.0,0,3,1,1.0,22368.0,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,0
4766,30.0,1,13.0,3,4.0,3.0,3.0,0,3,0,2.0,21809.0,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,0
944,28.0,1,6.0,2,5.0,3.0,1.0,0,3,1,0.0,21674.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0
4296,27.0,1,10.0,4,4.0,5.0,2.0,0,3,0,2.0,21780.0,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,1
3052,56.0,3,9.0,3,4.0,3.0,6.0,0,2,0,2.0,23838.0,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,1
87,51.0,1,15.0,3,3.0,3.0,4.0,0,3,1,0.0,17075.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0
682,32.0,1,6.0,3,4.0,4.0,7.0,0,3,1,0.0,17332.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0
1239,31.0,1,30.0,1,3.0,3.0,3.0,0,1,1,0.0,20238.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,0
1462,39.0,3,30.0,2,4.0,3.0,1.0,0,1,1,1.0,27031.0,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,0
2236,50.0,1,8.0,3,3.0,3.0,3.0,1,1,1,2.0,34237.0,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,0
1964,34.0,3,20.0,2,3.0,3.0,2.0,1,5,1,0.0,17579.0,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0
2755,46.0,1,14.0,4,4.0,5.0,3.0,0,2,1,3.0,23888.0,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0
1327,46.0,3,9.0,2,1.0,5.0,3.0,0,3,1,0.0,28225.0,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,0
3860,39.0,3,7.0,3,4.0,4.0,2.0,0,4,1,2.0,23118.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,0
567,34.0,3,8.0,2,3.0,3.0,2.0,0,5,0,0.0,21274.0,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,0
101,32.0,1,6.0,3,3.0,5.0,2.0,0,2,0,2.0,17956.0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,0
655,33.0,2,9.0,2,3.0,4.0,4.0,1,5,0,1.0,17277.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
1139,32.0,1,11.0,2,1.0,3.0,4.0,0,5,1,1.0,18312.0,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0
2536,31.0,3,11.0,4,5.0,4.0,3.0,1,3,1,2.0,23887.0,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,0
2817,28.0,1,7.0,3,4.0,4.0,3.0,0,3,0,1.0,22494.0,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,0
4159,32.0,1,10.0,4,4.0,3.0,2.0,0,4,1,1.0,32353.0,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,0
3938,35.0,1,13.0,3,4.0,5.0,4.0,0,4,0,1.0,21638.0,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,1
2405,32.0,1,9.0,2,3.0,3.0,2.0,0,4,1,0.0,21209.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,1
333,43.0,1,13.0,2,3.0,5.0,1.0,0,5,1,0.0,24985.0,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0
3569,30.0,1,9.0,3,4.0,3.0,3.0,0,3,0,1.0,27531.0,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,0
471,38.0,1,16.0,3,3.0,3.0,4.0,0,3,1,2.0,24824.0,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,0
383,22.0,1,17.0,2,3.0,4.0,2.0,0,2,1,0.0,17244.0,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,0
